workerid,pOChoice,pTChoice,primeTypeText,rt,responseType,WithBet,correctPChoices,responseChoice,WithCatN,responseChoiceText,responseTypeText,correctPOChoice,WithCat,primeType,BetCat,BetCatN,trial_type,goodPOChoice,WithBetN,correctPTChoice,primeStrength,primeStrengthText,goodPTChoice,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""1""","""1""","""NUM4""",4439,1,"""within""",true,"""0""",1,"""weak""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",1,1,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""NUM4""",4289,1,"""within""",true,"""1""",1,"""better""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",0,1,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""NUM4""",4696,1,"""within""",true,"""0""",1,"""weak""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",0,1,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""NUM4""",6055,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",0,0,true,1,"""strong""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""NUM4""",5304,1,"""within""",true,"""1""",1,"""better""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",0,1,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""SOME""",6639,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",0,1,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""NUM4""",6616,1,"""within""",true,"""1""",1,"""better""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",1,1,true,1,"""strong""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""SOME""",12430,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",0,0,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""0""","""SOME""",8588,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""NUM4""",4719,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",0,0,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""NUM4""",4034,1,"""within""",true,"""1""",1,"""better""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",0,1,true,1,"""strong""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
